chromosome	start	end	region_name
chr19	3772227	3772229	chr19_3772227_3772229_predictions
chr19	37779585	37779587	chr19_37779585_37779587_predictions
chr19	3786380	3786382	chr19_3786380_3786382_predictions
chr19	37906593	37906595	chr19_37906593_37906595_predictions
chr19	37907207	37907209	chr19_37907207_37907209_predictions
chr19	38224221	38224223	chr19_38224221_38224223_predictions
chr19	38256373	38256375	chr19_38256373_38256375_predictions
chr19	38264572	38264574	chr19_38264572_38264574_predictions
chr19	38289167	38289169	chr19_38289167_38289169_predictions
chr19	38304250	38304252	chr19_38304250_38304252_predictions
chr19	38315946	38315948	chr19_38315946_38315948_predictions
chr19	38319844	38319846	chr19_38319844_38319846_predictions
chr19	38335829	38335831	chr19_38335829_38335831_predictions
chr19	38374570	38374572	chr19_38374570_38374572_predictions
chr19	38388033	38388035	chr19_38388033_38388035_predictions
chr19	38388696	38388698	chr19_38388696_38388698_predictions
chr19	38403092	38403094	chr19_38403092_38403094_predictions
chr19	38426218	38426220	chr19_38426218_38426220_predictions
chr19	38433690	38433692	chr19_38433690_38433692_predictions
chr19	38617952	38617954	chr19_38617952_38617954_predictions
chr19	38619187	38619189	chr19_38619187_38619189_predictions
chr19	38647648	38647650	chr19_38647648_38647650_predictions
chr19	3869037	3869039	chr19_3869037_3869039_predictions
chr19	38744473	38744475	chr19_38744473_38744475_predictions
chr19	38773516	38773518	chr19_38773516_38773518_predictions
chr19	38789199	38789201	chr19_38789199_38789201_predictions
chr19	3880684	3880686	chr19_3880684_3880686_predictions
chr19	38812944	38812946	chr19_38812944_38812946_predictions
chr19	38831793	38831795	chr19_38831793_38831795_predictions
chr19	38840177	38840179	chr19_38840177_38840179_predictions
chr19	38849985	38849987	chr19_38849985_38849987_predictions
chr19	38878274	38878276	chr19_38878274_38878276_predictions
chr19	38899617	38899619	chr19_38899617_38899619_predictions
chr19	38899968	38899970	chr19_38899968_38899970_predictions
chr19	38912185	38912187	chr19_38912185_38912187_predictions
chr19	38930762	38930764	chr19_38930762_38930764_predictions
chr19	38930943	38930945	chr19_38930943_38930945_predictions
chr19	38949854	38949856	chr19_38949854_38949856_predictions
chr19	38975741	38975743	chr19_38975741_38975743_predictions
chr19	39032548	39032550	chr19_39032548_39032550_predictions
chr19	39084367	39084369	chr19_39084367_39084369_predictions
chr19	39125785	39125787	chr19_39125785_39125787_predictions
chr19	39196963	39196965	chr19_39196963_39196965_predictions
chr19	39204262	39204264	chr19_39204262_39204264_predictions
chr19	39245005	39245007	chr19_39245005_39245007_predictions
chr19	39268395	39268397	chr19_39268395_39268397_predictions
chr19	39296406	39296408	chr19_39296406_39296408_predictions
chr19	39320862	39320864	chr19_39320862_39320864_predictions
chr19	3933068	3933070	chr19_3933068_3933070_predictions
chr19	39336042	39336044	chr19_39336042_39336044_predictions
chr19	39342420	39342422	chr19_39342420_39342422_predictions
chr19	39391105	39391107	chr19_39391105_39391107_predictions
chr19	39391377	39391379	chr19_39391377_39391379_predictions
chr19	39406846	39406848	chr19_39406846_39406848_predictions
chr19	39412668	39412670	chr19_39412668_39412670_predictions
chr19	39435948	39435950	chr19_39435948_39435950_predictions
chr19	39445581	39445583	chr19_39445581_39445583_predictions
chr19	39480837	39480839	chr19_39480837_39480839_predictions
chr19	39498946	39498948	chr19_39498946_39498948_predictions
chr19	39515138	39515140	chr19_39515138_39515140_predictions
chr19	39532851	39532853	chr19_39532851_39532853_predictions
chr19	39540160	39540162	chr19_39540160_39540162_predictions
chr19	39602523	39602525	chr19_39602523_39602525_predictions
chr19	39655912	39655914	chr19_39655912_39655914_predictions
chr19	39704480	39704482	chr19_39704480_39704482_predictions
chr19	3971098	3971100	chr19_3971098_3971100_predictions
chr19	39738028	39738030	chr19_39738028_39738030_predictions
chr19	39778853	39778855	chr19_39778853_39778855_predictions
chr19	39831955	39831957	chr19_39831955_39831957_predictions
chr19	39834161	39834163	chr19_39834161_39834163_predictions
chr19	39846378	39846380	chr19_39846378_39846380_predictions
chr19	3985462	3985464	chr19_3985462_3985464_predictions
chr19	39934625	39934627	chr19_39934625_39934627_predictions
chr19	39971164	39971166	chr19_39971164_39971166_predictions
chr19	39997059	39997061	chr19_39997059_39997061_predictions
chr19	40056230	40056232	chr19_40056230_40056232_predictions
chr19	4007735	4007737	chr19_4007735_4007737_predictions
chr19	40090942	40090944	chr19_40090942_40090944_predictions
chr19	40191425	40191427	chr19_40191425_40191427_predictions
chr19	40218383	40218385	chr19_40218383_40218385_predictions
chr19	40226688	40226690	chr19_40226688_40226690_predictions
chr19	40285344	40285346	chr19_40285344_40285346_predictions
chr19	40348396	40348398	chr19_40348396_40348398_predictions
chr19	40348694	40348696	chr19_40348694_40348696_predictions
chr19	40390180	40390182	chr19_40390180_40390182_predictions
chr19	40413377	40413379	chr19_40413377_40413379_predictions
chr19	40425991	40425993	chr19_40425991_40425993_predictions
chr19	40444334	40444336	chr19_40444334_40444336_predictions
chr19	40465744	40465746	chr19_40465744_40465746_predictions
chr19	40467000	40467002	chr19_40467000_40467002_predictions
chr19	40576872	40576874	chr19_40576872_40576874_predictions
chr19	40601368	40601370	chr19_40601368_40601370_predictions
chr19	4066898	4066900	chr19_4066898_4066900_predictions
chr19	40690650	40690652	chr19_40690650_40690652_predictions
chr19	40716885	40716887	chr19_40716885_40716887_predictions
chr19	40717111	40717113	chr19_40717111_40717113_predictions
chr19	40750476	40750478	chr19_40750476_40750478_predictions
chr19	40751202	40751204	chr19_40751202_40751204_predictions
chr19	40775520	40775522	chr19_40775520_40775522_predictions
chr19	40778246	40778248	chr19_40778246_40778248_predictions
chr19	40799190	40799192	chr19_40799190_40799192_predictions
chr19	40850446	40850448	chr19_40850446_40850448_predictions
chr19	40882230	40882232	chr19_40882230_40882232_predictions
chr19	409146	409148	chr19_409146_409148_predictions
chr19	40991281	40991283	chr19_40991281_40991283_predictions
chr19	41088450	41088452	chr19_41088450_41088452_predictions
chr19	41114431	41114433	chr19_41114431_41114433_predictions
chr19	41193218	41193220	chr19_41193218_41193220_predictions
chr19	41219222	41219224	chr19_41219222_41219224_predictions
chr19	4124121	4124123	chr19_4124121_4124123_predictions
chr19	41264371	41264373	chr19_41264371_41264373_predictions
chr19	41310171	41310173	chr19_41310171_41310173_predictions
chr19	41353921	41353923	chr19_41353921_41353923_predictions
chr19	41364148	41364150	chr19_41364148_41364150_predictions
chr19	41376532	41376534	chr19_41376532_41376534_predictions
chr19	41376756	41376758	chr19_41376756_41376758_predictions
chr19	41397358	41397360	chr19_41397358_41397360_predictions
chr19	41397817	41397819	chr19_41397817_41397819_predictions
chr19	41427373	41427375	chr19_41427373_41427375_predictions
chr19	41439911	41439913	chr19_41439911_41439913_predictions
chr19	41443155	41443157	chr19_41443155_41443157_predictions
chr19	4153630	4153632	chr19_4153630_4153632_predictions
chr19	41576165	41576167	chr19_41576165_41576167_predictions
chr19	41627073	41627075	chr19_41627073_41627075_predictions
chr19	41688269	41688271	chr19_41688269_41688271_predictions
chr19	41708625	41708627	chr19_41708625_41708627_predictions
chr19	41708656	41708658	chr19_41708656_41708658_predictions
chr19	41755529	41755531	chr19_41755529_41755531_predictions
chr19	41796586	41796588	chr19_41796586_41796588_predictions
chr19	4182562	4182564	chr19_4182562_4182564_predictions
chr19	4182688	4182690	chr19_4182688_4182690_predictions
chr19	41844682	41844684	chr19_41844682_41844684_predictions
chr19	41845041	41845043	chr19_41845041_41845043_predictions
chr19	41860254	41860256	chr19_41860254_41860256_predictions
chr19	41877278	41877280	chr19_41877278_41877280_predictions
chr19	41883183	41883185	chr19_41883183_41883185_predictions
chr19	41928448	41928450	chr19_41928448_41928450_predictions
chr19	41959320	41959322	chr19_41959320_41959322_predictions
chr19	41994229	41994231	chr19_41994229_41994231_predictions
chr19	42070205	42070207	chr19_42070205_42070207_predictions
chr19	42076165	42076167	chr19_42076165_42076167_predictions
chr19	42132445	42132447	chr19_42132445_42132447_predictions
chr19	42217676	42217678	chr19_42217676_42217678_predictions
chr19	42220311	42220313	chr19_42220311_42220313_predictions
chr19	42232148	42232150	chr19_42232148_42232150_predictions
chr19	42242601	42242603	chr19_42242601_42242603_predictions
chr19	42255127	42255129	chr19_42255127_42255129_predictions
chr19	42255131	42255133	chr19_42255131_42255133_predictions
chr19	42269251	42269253	chr19_42269251_42269253_predictions
chr19	4229522	4229524	chr19_4229522_4229524_predictions
chr19	42302131	42302133	chr19_42302131_42302133_predictions
chr19	42302623	42302625	chr19_42302623_42302625_predictions
chr19	42313308	42313310	chr19_42313308_42313310_predictions
chr19	42325634	42325636	chr19_42325634_42325636_predictions
chr19	42390296	42390298	chr19_42390296_42390298_predictions
chr19	42427387	42427389	chr19_42427387_42427389_predictions
chr19	42442945	42442947	chr19_42442945_42442947_predictions
chr19	4247079	4247081	chr19_4247079_4247081_predictions
chr19	42528480	42528482	chr19_42528480_42528482_predictions
chr19	42594923	42594925	chr19_42594923_42594925_predictions
chr19	42740480	42740482	chr19_42740480_42740482_predictions
chr19	42765677	42765679	chr19_42765677_42765679_predictions
chr19	4279265	4279267	chr19_4279265_4279267_predictions
chr19	42879712	42879714	chr19_42879712_42879714_predictions
chr19	42917893	42917895	chr19_42917893_42917895_predictions
chr19	42937206	42937208	chr19_42937206_42937208_predictions
chr19	4302388	4302390	chr19_4302388_4302390_predictions
chr19	43026468	43026470	chr19_43026468_43026470_predictions
chr19	4304597	4304599	chr19_4304597_4304599_predictions
chr19	43082700	43082702	chr19_43082700_43082702_predictions
chr19	43186535	43186537	chr19_43186535_43186537_predictions
chr19	43205637	43205639	chr19_43205637_43205639_predictions
chr19	43269529	43269531	chr19_43269529_43269531_predictions
chr19	43353685	43353687	chr19_43353685_43353687_predictions
chr19	4338826	4338828	chr19_4338826_4338828_predictions
chr19	43414889	43414891	chr19_43414889_43414891_predictions
chr19	4343561	4343563	chr19_4343561_4343563_predictions
chr19	43465607	43465609	chr19_43465607_43465609_predictions
chr19	43504745	43504747	chr19_43504745_43504747_predictions
chr19	43527200	43527202	chr19_43527200_43527202_predictions
chr19	43533187	43533189	chr19_43533187_43533189_predictions
chr19	43575526	43575528	chr19_43575526_43575528_predictions
chr19	43575800	43575802	chr19_43575800_43575802_predictions
chr19	43593035	43593037	chr19_43593035_43593037_predictions
chr19	43596133	43596135	chr19_43596133_43596135_predictions
chr19	43596594	43596596	chr19_43596594_43596596_predictions
chr19	43612087	43612089	chr19_43612087_43612089_predictions
chr19	43619628	43619630	chr19_43619628_43619630_predictions
chr19	43639849	43639851	chr19_43639849_43639851_predictions
chr19	43670168	43670170	chr19_43670168_43670170_predictions
chr19	43716075	43716077	chr19_43716075_43716077_predictions
chr19	43754961	43754963	chr19_43754961_43754963_predictions
chr19	43780972	43780974	chr19_43780972_43780974_predictions
chr19	43802446	43802448	chr19_43802446_43802448_predictions
chr19	43827320	43827322	chr19_43827320_43827322_predictions
chr19	43883963	43883965	chr19_43883963_43883965_predictions
chr19	43935281	43935283	chr19_43935281_43935283_predictions
chr19	43951227	43951229	chr19_43951227_43951229_predictions
chr19	43984187	43984189	chr19_43984187_43984189_predictions
chr19	44002956	44002958	chr19_44002956_44002958_predictions
chr19	4400546	4400548	chr19_4400546_4400548_predictions
chr19	44025378	44025380	chr19_44025378_44025380_predictions
chr19	4402639	4402641	chr19_4402639_4402641_predictions
chr19	44052035	44052037	chr19_44052035_44052037_predictions
chr19	44072158	44072160	chr19_44072158_44072160_predictions
chr19	44094360	44094362	chr19_44094360_44094362_predictions
chr19	44113398	44113400	chr19_44113398_44113400_predictions
chr19	44141553	44141555	chr19_44141553_44141555_predictions
chr19	44165099	44165101	chr19_44165099_44165101_predictions
chr19	44212531	44212533	chr19_44212531_44212533_predictions
chr19	44259885	44259887	chr19_44259885_44259887_predictions
chr19	44305024	44305026	chr19_44305024_44305026_predictions
chr19	44356679	44356681	chr19_44356679_44356681_predictions
chr19	44401607	44401609	chr19_44401607_44401609_predictions
chr19	44448471	44448473	chr19_44448471_44448473_predictions
chr19	44500521	44500523	chr19_44500521_44500523_predictions
chr19	44529674	44529676	chr19_44529674_44529676_predictions
chr19	4457793	4457795	chr19_4457793_4457795_predictions
chr19	44613562	44613564	chr19_44613562_44613564_predictions
chr19	44643909	44643911	chr19_44643909_44643911_predictions
chr19	44671481	44671483	chr19_44671481_44671483_predictions
chr19	44699150	44699152	chr19_44699150_44699152_predictions
chr19	4472296	4472298	chr19_4472296_4472298_predictions
chr19	44748707	44748709	chr19_44748707_44748709_predictions
chr19	44777889	44777891	chr19_44777889_44777891_predictions
chr19	44809102	44809104	chr19_44809102_44809104_predictions
chr19	44846296	44846298	chr19_44846296_44846298_predictions
chr19	44891253	44891255	chr19_44891253_44891255_predictions
chr19	44905795	44905797	chr19_44905795_44905797_predictions
chr19	44914607	44914609	chr19_44914607_44914609_predictions
chr19	44942236	44942238	chr19_44942236_44942238_predictions
chr19	44942255	44942257	chr19_44942255_44942257_predictions
chr19	44946050	44946052	chr19_44946050_44946052_predictions
chr19	44955379	44955381	chr19_44955379_44955381_predictions
chr19	45001463	45001465	chr19_45001463_45001465_predictions
chr19	45039044	45039046	chr19_45039044_45039046_predictions
chr19	45076477	45076479	chr19_45076477_45076479_predictions
chr19	45079259	45079261	chr19_45079259_45079261_predictions
chr19	45093178	45093180	chr19_45093178_45093180_predictions
chr19	45160981	45160983	chr19_45160981_45160983_predictions
chr19	45178236	45178238	chr19_45178236_45178238_predictions
chr19	45178783	45178785	chr19_45178783_45178785_predictions
chr19	4518485	4518487	chr19_4518485_4518487_predictions
chr19	45245406	45245408	chr19_45245406_45245408_predictions
chr19	45251270	45251272	chr19_45251270_45251272_predictions
chr19	45322874	45322876	chr19_45322874_45322876_predictions
chr19	45340749	45340751	chr19_45340749_45340751_predictions
chr19	4535223	4535225	chr19_4535223_4535225_predictions
chr19	45370572	45370574	chr19_45370572_45370574_predictions
chr19	4540035	4540037	chr19_4540035_4540037_predictions
chr19	45405068	45405070	chr19_45405068_45405070_predictions
chr19	45406643	45406645	chr19_45406643_45406645_predictions
chr19	45423916	45423918	chr19_45423916_45423918_predictions
chr19	45467995	45467997	chr19_45467995_45467997_predictions
chr19	45497046	45497048	chr19_45497046_45497048_predictions
chr19	45498442	45498444	chr19_45498442_45498444_predictions
chr19	45507478	45507480	chr19_45507478_45507480_predictions
chr19	45584801	45584803	chr19_45584801_45584803_predictions
chr19	4559683	4559685	chr19_4559683_4559685_predictions
chr19	45602211	45602213	chr19_45602211_45602213_predictions
chr19	45639396	45639398	chr19_45639396_45639398_predictions
chr19	45668220	45668222	chr19_45668220_45668222_predictions
chr19	45691952	45691954	chr19_45691952_45691954_predictions
chr19	45692665	45692667	chr19_45692665_45692667_predictions
chr19	45730895	45730897	chr19_45730895_45730897_predictions
chr19	45733438	45733440	chr19_45733438_45733440_predictions
chr19	45769251	45769253	chr19_45769251_45769253_predictions
chr19	45782489	45782491	chr19_45782489_45782491_predictions
chr19	45785712	45785714	chr19_45785712_45785714_predictions
chr19	45792844	45792846	chr19_45792844_45792846_predictions
chr19	45815307	45815309	chr19_45815307_45815309_predictions
chr19	45863146	45863148	chr19_45863146_45863148_predictions
chr19	45864325	45864327	chr19_45864325_45864327_predictions
chr19	45886140	45886142	chr19_45886140_45886142_predictions
chr19	45902612	45902614	chr19_45902612_45902614_predictions
chr19	45914777	45914779	chr19_45914777_45914779_predictions
chr19	45973864	45973866	chr19_45973864_45973866_predictions
chr19	45995466	45995468	chr19_45995466_45995468_predictions
chr19	46023052	46023054	chr19_46023052_46023054_predictions
chr19	46041001	46041003	chr19_46041001_46041003_predictions
chr19	461032	461034	chr19_461032_461034_predictions
chr19	46124687	46124689	chr19_46124687_46124689_predictions
chr19	46148237	46148239	chr19_46148237_46148239_predictions
chr19	46229741	46229743	chr19_46229741_46229743_predictions
chr19	46297041	46297043	chr19_46297041_46297043_predictions
chr19	46347086	46347088	chr19_46347086_46347088_predictions
chr19	4639515	4639517	chr19_4639515_4639517_predictions
chr19	46413563	46413565	chr19_46413563_46413565_predictions
chr19	46428935	46428937	chr19_46428935_46428937_predictions
chr19	46471562	46471564	chr19_46471562_46471564_predictions
chr19	46495866	46495868	chr19_46495866_46495868_predictions
chr19	46601329	46601331	chr19_46601329_46601331_predictions
chr19	46625088	46625090	chr19_46625088_46625090_predictions
chr19	46636201	46636203	chr19_46636201_46636203_predictions
chr19	46661181	46661183	chr19_46661181_46661183_predictions
chr19	4670341	4670343	chr19_4670341_4670343_predictions
chr19	46717113	46717115	chr19_46717113_46717115_predictions
chr19	46746056	46746058	chr19_46746056_46746058_predictions
chr19	46746449	46746451	chr19_46746449_46746451_predictions
chr19	46788593	46788595	chr19_46788593_46788595_predictions
chr19	46850845	46850847	chr19_46850845_46850847_predictions
chr19	46860996	46860998	chr19_46860996_46860998_predictions
chr19	47019836	47019838	chr19_47019836_47019838_predictions
chr19	47048623	47048625	chr19_47048623_47048625_predictions
chr19	47113775	47113777	chr19_47113775_47113777_predictions
chr19	47130834	47130836	chr19_47130834_47130836_predictions
chr19	47231198	47231200	chr19_47231198_47231200_predictions
chr19	4723841	4723843	chr19_4723841_4723843_predictions
chr19	47256524	47256526	chr19_47256524_47256526_predictions
chr19	47274884	47274886	chr19_47274884_47274886_predictions
chr19	47309860	47309862	chr19_47309860_47309862_predictions
chr19	47332174	47332176	chr19_47332174_47332176_predictions
chr19	47349314	47349316	chr19_47349314_47349316_predictions
chr19	47419526	47419528	chr19_47419526_47419528_predictions
chr19	47471892	47471894	chr19_47471892_47471894_predictions
chr19	47484218	47484220	chr19_47484218_47484220_predictions
chr19	474982	474984	chr19_474982_474984_predictions
chr19	47515062	47515064	chr19_47515062_47515064_predictions
chr19	47573147	47573149	chr19_47573147_47573149_predictions
chr19	47609133	47609135	chr19_47609133_47609135_predictions
chr19	47713421	47713423	chr19_47713421_47713423_predictions
chr19	47745545	47745547	chr19_47745545_47745547_predictions
chr19	47778702	47778704	chr19_47778702_47778704_predictions
chr19	47804550	47804552	chr19_47804550_47804552_predictions
chr19	47821936	47821938	chr19_47821936_47821938_predictions
chr19	47859234	47859236	chr19_47859234_47859236_predictions
chr19	47886314	47886316	chr19_47886314_47886316_predictions
chr19	4791733	4791735	chr19_4791733_4791735_predictions
chr19	47992169	47992171	chr19_47992169_47992171_predictions
chr19	47994631	47994633	chr19_47994631_47994633_predictions
chr19	48044078	48044080	chr19_48044078_48044080_predictions
chr19	48110816	48110818	chr19_48110816_48110818_predictions
chr19	48170343	48170345	chr19_48170343_48170345_predictions
chr19	48170679	48170681	chr19_48170679_48170681_predictions
chr19	48255911	48255913	chr19_48255911_48255913_predictions
chr19	48270080	48270082	chr19_48270080_48270082_predictions
chr19	4831711	4831713	chr19_4831711_4831713_predictions
chr19	48321970	48321972	chr19_48321970_48321972_predictions
chr19	48325551	48325553	chr19_48325551_48325553_predictions
chr19	48363939	48363941	chr19_48363939_48363941_predictions
chr19	48364366	48364368	chr19_48364366_48364368_predictions
chr19	48391550	48391552	chr19_48391550_48391552_predictions
chr19	48393667	48393669	chr19_48393667_48393669_predictions
chr19	48445982	48445984	chr19_48445982_48445984_predictions
chr19	48455573	48455575	chr19_48455573_48455575_predictions
chr19	48465836	48465838	chr19_48465836_48465838_predictions
chr19	48469368	48469370	chr19_48469368_48469370_predictions
chr19	48511834	48511836	chr19_48511834_48511836_predictions
chr19	48552171	48552173	chr19_48552171_48552173_predictions
chr19	48606741	48606743	chr19_48606741_48606743_predictions
chr19	48615075	48615077	chr19_48615075_48615077_predictions
chr19	48619177	48619179	chr19_48619177_48619179_predictions
chr19	48619505	48619507	chr19_48619505_48619507_predictions
chr19	48637378	48637380	chr19_48637378_48637380_predictions
chr19	48646186	48646188	chr19_48646186_48646188_predictions
chr19	48673016	48673018	chr19_48673016_48673018_predictions
chr19	4867666	4867668	chr19_4867666_4867668_predictions
chr19	48695970	48695972	chr19_48695970_48695972_predictions
chr19	48719724	48719726	chr19_48719724_48719726_predictions
chr19	48740609	48740611	chr19_48740609_48740611_predictions
chr19	48746908	48746910	chr19_48746908_48746910_predictions
chr19	48752640	48752642	chr19_48752640_48752642_predictions
chr19	48755523	48755525	chr19_48755523_48755525_predictions
chr19	48811028	48811030	chr19_48811028_48811030_predictions
chr19	48836490	48836492	chr19_48836490_48836492_predictions
chr19	48868616	48868618	chr19_48868616_48868618_predictions
chr19	48872420	48872422	chr19_48872420_48872422_predictions
chr19	48898743	48898745	chr19_48898743_48898745_predictions
chr19	48900311	48900313	chr19_48900311_48900313_predictions
chr19	48933698	48933700	chr19_48933698_48933700_predictions
chr19	48954874	48954876	chr19_48954874_48954876_predictions
chr19	48965308	48965310	chr19_48965308_48965310_predictions
chr19	48993308	48993310	chr19_48993308_48993310_predictions
chr19	48993886	48993888	chr19_48993886_48993888_predictions
chr19	49017090	49017092	chr19_49017090_49017092_predictions
chr19	49020548	49020550	chr19_49020548_49020550_predictions
chr19	49024332	49024334	chr19_49024332_49024334_predictions
chr19	4902895	4902897	chr19_4902895_4902897_predictions
chr19	49031889	49031891	chr19_49031889_49031891_predictions
chr19	49036894	49036896	chr19_49036894_49036896_predictions
chr19	49043847	49043849	chr19_49043847_49043849_predictions
chr19	49049110	49049112	chr19_49049110_49049112_predictions
chr19	49057748	49057750	chr19_49057748_49057750_predictions
chr19	49064817	49064819	chr19_49064817_49064819_predictions
chr19	49072698	49072700	chr19_49072698_49072700_predictions
chr19	49085450	49085452	chr19_49085450_49085452_predictions
chr19	4909500	4909502	chr19_4909500_4909502_predictions
chr19	49114369	49114371	chr19_49114369_49114371_predictions
chr19	49119142	49119144	chr19_49119142_49119144_predictions
chr19	49119543	49119545	chr19_49119543_49119545_predictions
chr19	49155395	49155397	chr19_49155395_49155397_predictions
chr19	49157791	49157793	chr19_49157791_49157793_predictions
chr19	49325190	49325192	chr19_49325190_49325192_predictions
chr19	49335405	49335407	chr19_49335405_49335407_predictions
chr19	49362415	49362417	chr19_49362415_49362417_predictions
chr19	49363876	49363878	chr19_49363876_49363878_predictions
chr19	49388248	49388250	chr19_49388248_49388250_predictions
chr19	49423440	49423442	chr19_49423440_49423442_predictions
chr19	49425387	49425389	chr19_49425387_49425389_predictions
chr19	49441526	49441528	chr19_49441526_49441528_predictions
chr19	49451813	49451815	chr19_49451813_49451815_predictions
chr19	49453224	49453226	chr19_49453224_49453226_predictions
chr19	49474214	49474216	chr19_49474214_49474216_predictions
chr19	49487607	49487609	chr19_49487607_49487609_predictions
chr19	49496433	49496435	chr19_49496433_49496435_predictions
chr19	49512660	49512662	chr19_49512660_49512662_predictions
chr19	49528002	49528004	chr19_49528002_49528004_predictions
chr19	49580555	49580557	chr19_49580555_49580557_predictions
chr19	49581315	49581317	chr19_49581315_49581317_predictions
chr19	49591181	49591183	chr19_49591181_49591183_predictions
chr19	49640142	49640144	chr19_49640142_49640144_predictions
chr19	49642208	49642210	chr19_49642208_49642210_predictions
chr19	496485	496487	chr19_496485_496487_predictions
chr19	49665856	49665858	chr19_49665856_49665858_predictions
chr19	49665932	49665934	chr19_49665932_49665934_predictions
chr19	49677270	49677272	chr19_49677270_49677272_predictions
chr19	49689593	49689595	chr19_49689593_49689595_predictions
chr19	49691115	49691117	chr19_49691115_49691117_predictions
chr19	4969112	4969114	chr19_4969112_4969114_predictions
chr19	49763305	49763307	chr19_49763305_49763307_predictions
chr19	49767000	49767002	chr19_49767000_49767002_predictions
chr19	49813291	49813293	chr19_49813291_49813293_predictions
chr19	49818288	49818290	chr19_49818288_49818290_predictions
chr19	49851158	49851160	chr19_49851158_49851160_predictions
chr19	49867575	49867577	chr19_49867575_49867577_predictions
chr19	49877354	49877356	chr19_49877354_49877356_predictions
chr19	49877701	49877703	chr19_49877701_49877703_predictions
chr19	49896886	49896888	chr19_49896886_49896888_predictions
chr19	49929204	49929206	chr19_49929204_49929206_predictions
chr19	49929503	49929505	chr19_49929503_49929505_predictions
chr19	49961171	49961173	chr19_49961171_49961173_predictions
chr19	50025371	50025373	chr19_50025371_50025373_predictions
chr19	50026004	50026006	chr19_50026004_50026006_predictions
chr19	50163280	50163282	chr19_50163280_50163282_predictions
chr19	50203621	50203623	chr19_50203621_50203623_predictions
chr19	50329376	50329378	chr19_50329376_50329378_predictions
chr19	50365638	50365640	chr19_50365638_50365640_predictions
chr19	50376456	50376458	chr19_50376456_50376458_predictions
chr19	50384346	50384348	chr19_50384346_50384348_predictions
chr19	50415798	50415800	chr19_50415798_50415800_predictions
chr19	50418937	50418939	chr19_50418937_50418939_predictions
chr19	50432891	50432893	chr19_50432891_50432893_predictions
chr19	50476506	50476508	chr19_50476506_50476508_predictions
chr19	50476847	50476849	chr19_50476847_50476849_predictions
chr19	50511190	50511192	chr19_50511190_50511192_predictions
chr19	50513912	50513914	chr19_50513912_50513914_predictions
chr19	50568434	50568436	chr19_50568434_50568436_predictions
chr19	50639880	50639882	chr19_50639880_50639882_predictions
chr19	50649444	50649446	chr19_50649444_50649446_predictions
chr19	50719801	50719803	chr19_50719801_50719803_predictions
chr19	50723363	50723365	chr19_50723363_50723365_predictions
chr19	507496	507498	chr19_507496_507498_predictions
chr19	50770463	50770465	chr19_50770463_50770465_predictions
chr19	50786159	50786161	chr19_50786159_50786161_predictions
chr19	50790414	50790416	chr19_50790414_50790416_predictions
chr19	50823786	50823788	chr19_50823786_50823788_predictions
chr19	50833573	50833575	chr19_50833573_50833575_predictions
chr19	50854914	50854916	chr19_50854914_50854916_predictions
chr19	50873438	50873440	chr19_50873438_50873440_predictions
chr19	50911394	50911396	chr19_50911394_50911396_predictions
chr19	50953037	50953039	chr19_50953037_50953039_predictions
chr19	50969590	50969592	chr19_50969590_50969592_predictions
chr19	50983916	50983918	chr19_50983916_50983918_predictions
chr19	51001603	51001605	chr19_51001603_51001605_predictions
chr19	51009591	51009593	chr19_51009591_51009593_predictions
chr19	51019708	51019710	chr19_51019708_51019710_predictions
chr19	51026615	51026617	chr19_51026615_51026617_predictions
chr19	51035001	51035003	chr19_51035001_51035003_predictions
chr19	51065091	51065093	chr19_51065091_51065093_predictions
chr19	51082886	51082888	chr19_51082886_51082888_predictions
chr19	51108408	51108410	chr19_51108408_51108410_predictions
chr19	51124905	51124907	chr19_51124905_51124907_predictions
chr19	51142300	51142302	chr19_51142300_51142302_predictions
chr19	51225079	51225081	chr19_51225079_51225081_predictions
chr19	51251079	51251081	chr19_51251079_51251081_predictions
chr19	51311643	51311645	chr19_51311643_51311645_predictions
chr19	51342138	51342140	chr19_51342138_51342140_predictions
chr19	51366387	51366389	chr19_51366387_51366389_predictions
chr19	51369002	51369004	chr19_51369002_51369004_predictions
chr19	51372653	51372655	chr19_51372653_51372655_predictions
chr19	51387973	51387975	chr19_51387973_51387975_predictions
chr19	51390590	51390592	chr19_51390590_51390592_predictions
chr19	51417641	51417643	chr19_51417641_51417643_predictions
chr19	51458453	51458455	chr19_51458453_51458455_predictions
chr19	51478538	51478540	chr19_51478538_51478540_predictions
chr19	51501799	51501801	chr19_51501799_51501801_predictions
chr19	51531669	51531671	chr19_51531669_51531671_predictions
chr19	51571282	51571284	chr19_51571282_51571284_predictions
chr19	51630400	51630402	chr19_51630400_51630402_predictions
chr19	51646824	51646826	chr19_51646824_51646826_predictions
chr19	51693329	51693331	chr19_51693329_51693331_predictions
chr19	51723990	51723992	chr19_51723990_51723992_predictions
chr19	51751877	51751879	chr19_51751877_51751879_predictions
chr19	51761179	51761181	chr19_51761179_51761181_predictions
chr19	51795156	51795158	chr19_51795156_51795158_predictions
chr19	51887950	51887952	chr19_51887950_51887952_predictions
chr19	51905016	51905018	chr19_51905016_51905018_predictions
chr19	51927471	51927473	chr19_51927471_51927473_predictions
chr19	51986839	51986841	chr19_51986839_51986841_predictions
chr19	52008210	52008212	chr19_52008210_52008212_predictions
